race_id,venue,race_date,race_name,distance,grade,single_dog_name,issue_type
she_2024-11-18_390_Maiden,SHE,2024-11-18,,390,Maiden,"WHIPSTICK LUNA","Single dog race - incomplete data"
war_2024-11-18_450_Mixed_4_5,WAR,2024-11-18,,450,"Mixed 4/5","MINH NARDO","Single dog race - incomplete data"
gawl_2024-11-17_400_5,GAWL,2024-11-17,,400,5,"Fantastic Maggie","Single dog race - incomplete data"
gawl_2024-11-17_531_3_4_5,GAWL,2024-11-17,,531,3/4/5,"Stunning Mouse","Single dog race - incomplete data"
hea_2024-11-17_350_Grade_5,HEA,2024-11-17,,350,"Grade 5","WALTZING BRUTE","Single dog race - incomplete data"
mt_g_2024-11-17_400_SE,MT_G,2024-11-17,,400,SE,"Bourne Swift","Single dog race - incomplete data"
rich_2024-11-17_520_5,RICH,2024-11-17,,520,5,"Zipping Strop","Single dog race - incomplete data"
dubo_2024-11-16_400_5,DUBO,2024-11-16,,400,5,"Roaring Gunn","Single dog race - incomplete data"
grdn_2024-11-16_515_5,GRDN,2024-11-16,,515,5,"Tinker Amina","Single dog race - incomplete data"
mea_2024-11-16_600_Mixed_4_5,MEA,2024-11-16,,600,"Mixed 4/5","WEST STAR","Single dog race - incomplete data"
she_2024-11-16_450_Mixed_6_7,SHE,2024-11-16,,450,"Mixed 6/7","PUZZLE AVENUE","Single dog race - incomplete data"
tare_2024-11-16_300_4,TARE,2024-11-16,,300,4,"Lenny Keeping","Single dog race - incomplete data"
tare_2024-11-16_300_M,TARE,2024-11-16,,300,M,"Fab Prince","Single dog race - incomplete data"
w_pk_2024-11-16_520_M1_M2_M3,W_PK,2024-11-16,,520,M1/M2/M3,"Somebody Like Me","Single dog race - incomplete data"
ben_2024-11-15_425_Restricted_Win_Heat,BEN,2024-11-15,,425,"Restricted Win Heat",THEEGALA,"Single dog race - incomplete data"
ben_2024-11-15_500_Restricted_Win,BEN,2024-11-15,,500,"Restricted Win","JILLIBY MISH","Single dog race - incomplete data"
goul_2024-11-15_350_M,GOUL,2024-11-15,,350,M,"Shanghai Spy","Single dog race - incomplete data"
grdn_2024-11-15_400_5,GRDN,2024-11-15,,400,5,"Ritza Rocker","Single dog race - incomplete data"
ipfr_2024-11-15_431_5,IPFR,2024-11-15,,431,5,Clipped,"Single dog race - incomplete data"
mand_2024-11-15_400_5,MAND,2024-11-15,,400,5,"Sunset Blackhawk","Single dog race - incomplete data"
mbr_2024-11-15_455_6,MBR,2024-11-15,,455,6,"Zinfandel Dash","Single dog race - incomplete data"
rich_2024-11-15_320_5,RICH,2024-11-15,,320,5,"Nikita To Excel","Single dog race - incomplete data"
san_2024-11-15_515_Special_Event,SAN,2024-11-15,,515,"Special Event",Transcendent,"Single dog race - incomplete data"
tvle_2024-11-15_380_5,TVLE,2024-11-15,,380,5,"ZIPPING PERKINS","Single dog race - incomplete data"
ap_k_2024-11-14_530_6,AP_K,2024-11-14,,530,6,"PAW WHISPER","Single dog race - incomplete data"
dapt_2024-11-14_297_5,DAPT,2024-11-14,,297,5,"Anxious Lass","Single dog race - incomplete data"
ipth_2024-11-14_288_BT8,IPTH,2024-11-14,,288,BT8,"Shine And Fire","Single dog race - incomplete data"
ipth_2024-11-14_288_M5,IPTH,2024-11-14,,288,M5,"Cherokee Chant","Single dog race - incomplete data"
war_2024-11-14_390_Grade_5,WAR,2024-11-14,,390,"Grade 5","MORAINE GEMMA","Single dog race - incomplete data"
war_2024-11-14_400_Grade_5,WAR,2024-11-14,,400,"Grade 5","BLUE NITROGEN","Single dog race - incomplete data"
war_2024-11-14_450_Grade_5,WAR,2024-11-14,,450,"Grade 5","MINH NARDO","Single dog race - incomplete data"
w_pk_2024-11-14_520_5,W_PK,2024-11-14,,520,5,"Vonnie's Power","Single dog race - incomplete data"
bal_2024-11-13_450_Grade_5,BAL,2024-11-13,,450,"Grade 5","Star's Hope","Single dog race - incomplete data"
bal_2024-11-13_450_Maiden,BAL,2024-11-13,,450,Maiden,"CRACKERJACK LES","Single dog race - incomplete data"
bal_2024-11-13_450_Mixed_6_7_Final,BAL,2024-11-13,,450,"Mixed 6/7 Final","SIZZLE JACK","Single dog race - incomplete data"
bal_2024-11-13_545_Mixed_4_5,BAL,2024-11-13,,545,"Mixed 4/5","VOSS ALI","Single dog race - incomplete data"
capa_2024-11-13_366_NOV,CAPA,2024-11-13,,366,NOV,"Rumble Cyclone","Single dog race - incomplete data"
rich_2024-11-13_320_5,RICH,2024-11-13,,320,5,"Lucia Power","Single dog race - incomplete data"
rich_2024-11-13_320_M,RICH,2024-11-13,,320,M,"Majestic Status","Single dog race - incomplete data"
rock_2024-11-13_407_OPEN,ROCK,2024-11-13,,407,OPEN,"Midnight Ranger","Single dog race - incomplete data"
tema_2024-11-13_330_5,TEMA,2024-11-13,,330,5,"Fusion Chance","Single dog race - incomplete data"
tema_2024-11-13_330_M,TEMA,2024-11-13,,330,M,"Count Joker","Single dog race - incomplete data"
aptu_2024-11-12_395_NOV,APTU,2024-11-12,,395,NOV,"Stylish Flame","Single dog race - incomplete data"
ap_k_2024-11-12_342_TG1-4W,AP_K,2024-11-12,,342,TG1-4W,"Point For Point","Single dog race - incomplete data"
ap_k_2024-11-12_342_TG5+W,AP_K,2024-11-12,,342,TG5+W,"Air Cruiser","Single dog race - incomplete data"
bul_2024-11-12_400_5,BUL,2024-11-12,,400,5,"Lucky To Race","Single dog race - incomplete data"
gosf_2024-11-12_515_M,GOSF,2024-11-12,,515,M,"Zipping Neeson","Single dog race - incomplete data"
mand_2024-11-12_400_5,MAND,2024-11-12,,400,5,"Love We Shared","Single dog race - incomplete data"
mbs_2024-11-12_350_6,MBS,2024-11-12,,350,6,"Disco Homer","Single dog race - incomplete data"
tvle_2024-11-12_380_4,TVLE,2024-11-12,,380,4,"Maddie Dutton","Single dog race - incomplete data"
war_2024-11-12_400_Maiden,WAR,2024-11-12,,400,Maiden,"MISSY MOOLA","Single dog race - incomplete data"
bal_2024-11-11_390_Grade_5_T3,BAL,2024-11-11,,390,"Grade 5 T3","BLUE NITROGEN","Single dog race - incomplete data"
mait_2024-11-11_400_5,MAIT,2024-11-11,,400,5,"Made In London","Single dog race - incomplete data"
san_2024-11-11_515_Grade_5_No_Penalty,SAN,2024-11-11,,515,"Grade 5 No Penalty","LAMIA ERNIE","Single dog race - incomplete data"
she_2024-11-11_390_Grade_5,SHE,2024-11-11,,390,"Grade 5","MAX PEARL","Single dog race - incomplete data"
waga_2024-11-11_320_NG,WAGA,2024-11-11,,320,NG,"Inga Leah","Single dog race - incomplete data"
bkhl_2024-11-10_375_5,BKHL,2024-11-10,,375,5,"Edgy Girl","Single dog race - incomplete data"
bkhl_2024-11-10_375_MX,BKHL,2024-11-10,,375,MX,"Lethal Riot","Single dog race - incomplete data"
mbr_2024-11-10_395_4,MBR,2024-11-10,,395,4,"Oakvale Outlaw","Single dog race - incomplete data"
mbr_2024-11-10_455_6,MBR,2024-11-10,,455,6,Mooball,"Single dog race - incomplete data"
ipsa_2024-11-09_520_M5,IPSA,2024-11-09,,520,M5,"Jay Mac","Single dog race - incomplete data"
mea_2024-11-09_600_S_E_Group_1,MEA,2024-11-09,,600,"S/E Group 1","WEST STAR","Single dog race - incomplete data"
tare_2024-11-09_300_4_5,TARE,2024-11-09,,300,4/5,"Lenny Keeping","Single dog race - incomplete data"
tare_2024-11-09_300_M,TARE,2024-11-09,,300,M,"Wildfire Miss","Single dog race - incomplete data"
w_pk_2024-11-09_520_5,W_PK,2024-11-09,,520,5,"Somebody Like Me","Single dog race - incomplete data"
ben_2024-11-08_500_Restricted_Win,BEN,2024-11-08,,500,"Restricted Win","JILLIBY MISH","Single dog race - incomplete data"
gee_2024-11-08_400_Grade_5,GEE,2024-11-08,,400,"Grade 5","MORAINE GEMMA","Single dog race - incomplete data"
goul_2024-11-08_350_5,GOUL,2024-11-08,,350,5,"Pocket Raider","Single dog race - incomplete data"
goul_2024-11-08_440_5,GOUL,2024-11-08,,440,5,"Spring Goolagong","Single dog race - incomplete data"
hea_2024-11-08_300_Grade_5_T3,HEA,2024-11-08,,300,"Grade 5 T3","Full On Aileen","Single dog race - incomplete data"
mand_2024-11-08_400_4,MAND,2024-11-08,,400,4,"Sunset Blackhawk","Single dog race - incomplete data"
rich_2024-11-08_320_M,RICH,2024-11-08,,320,M,"Spring Fred","Single dog race - incomplete data"
apth_2024-11-07_331_3_4,APTH,2024-11-07,,331,3/4,"North Star","Single dog race - incomplete data"
apth_2024-11-07_331_5,APTH,2024-11-07,,331,5,"Skip A Beat","Single dog race - incomplete data"
ap_k_2024-11-07_530_SE,AP_K,2024-11-07,,530,SE,"Weblec Hustler","Single dog race - incomplete data"
caso_2024-11-07_411_5,CASO,2024-11-07,,411,5,"Stunning Lulu","Single dog race - incomplete data"
caso_2024-11-07_484_5,CASO,2024-11-07,,484,5,"Riverland Son","Single dog race - incomplete data"
mt_g_2024-11-07_305_TG1-4W,MT_G,2024-11-07,,305,TG1-4W,"Bourne Swift","Single dog race - incomplete data"
san_2024-11-07_595_Mixed_4_5,SAN,2024-11-07,,595,"Mixed 4/5","CABAO KYANITE","Single dog race - incomplete data"
she_2024-11-07_390_Tier_3_-_Grade_7,SHE,2024-11-07,,390,"Tier 3 - Grade 7","KRAKEN COOL","Single dog race - incomplete data"
w_pk_2024-11-07_520_5,W_PK,2024-11-07,,520,5,"Vonnie's Power","Single dog race - incomplete data"
apwe_2024-11-06_395_5,APWE,2024-11-06,,395,5,"Some Diva","Single dog race - incomplete data"
bal_2024-11-06_450_Mixed_6_7_Heat,BAL,2024-11-06,,450,"Mixed 6/7 Heat","SIZZLE JACK","Single dog race - incomplete data"
ben_2024-11-06_425_Grade_5,BEN,2024-11-06,,425,"Grade 5","SHEILA'S WAIT","Single dog race - incomplete data"
rich_2024-11-06_320_5,RICH,2024-11-06,,320,5,"Stretch Around","Single dog race - incomplete data"
tare_2024-11-06_525_NG,TARE,2024-11-06,,525,NG,"Albert's Memory","Single dog race - incomplete data"
gosf_2024-11-05_388_5,GOSF,2024-11-05,,388,5,"Pocket Raider","Single dog race - incomplete data"
gosf_2024-11-05_515_M,GOSF,2024-11-05,,515,M,"Zipping Neeson","Single dog race - incomplete data"
iptu_2024-11-05_431_5,IPTU,2024-11-05,,431,5,"Come On Darcy","Single dog race - incomplete data"
sal_2024-11-05_435_Grade_5_T3,SAL,2024-11-05,,435,"Grade 5 T3","DR. KAI","Single dog race - incomplete data"
tvle_2024-11-05_498_5,TVLE,2024-11-05,,498,5,"Maddie Dutton","Single dog race - incomplete data"
apmo_2024-11-04_520_5,APMO,2024-11-04,,520,5,"Striking Miss","Single dog race - incomplete data"
apmo_2024-11-04_520_M,APMO,2024-11-04,,520,M,"Chardonnay Girl","Single dog race - incomplete data"
ap_k_2024-11-04_342_4_5,AP_K,2024-11-04,,342,4/5,"Oakvale Outlaw","Single dog race - incomplete data"
lctn_2024-11-04_278_R_W,LCTN,2024-11-04,,278,R/W,"TWO TOOTS","Single dog race - incomplete data"
lctn_2024-11-04_600_5,LCTN,2024-11-04,,600,5,"Vintage Dot","Single dog race - incomplete data"
mait_2024-11-04_400_5,MAIT,2024-11-04,,400,5,"Made In London","Single dog race - incomplete data"
mea_2024-11-04_600_S_E_Heat,MEA,2024-11-04,,600,"S/E Heat","WEST STAR","Single dog race - incomplete data"
nowr_2024-11-04_520_5,NOWR,2024-11-04,,520,5,"Ashby Chai","Single dog race - incomplete data"
waga_2024-11-04_320_4,WAGA,2024-11-04,,320,4,"SCOTT CRUSH","Single dog race - incomplete data"
war_2024-11-04_400_Maiden,WAR,2024-11-04,,400,Maiden,"MISSY MOOLA","Single dog race - incomplete data"
war_2024-11-04_460_Mixed_4_5,WAR,2024-11-04,,460,"Mixed 4/5","ACE OF PACE","Single dog race - incomplete data"
bkhl_2024-11-03_375_3_4,BKHL,2024-11-03,,375,3/4,"Edgy Girl","Single dog race - incomplete data"
bkhl_2024-11-03_375_MX,BKHL,2024-11-03,,375,MX,"Lethal Riot","Single dog race - incomplete data"
bkhl_2024-11-03_525_5,BKHL,2024-11-03,,525,5,"Who Knows Reg","Single dog race - incomplete data"
graf_2024-11-03_350_5,GRAF,2024-11-03,,350,5,"Rumble Cyclone","Single dog race - incomplete data"
mbr_2024-11-03_395_6,MBR,2024-11-03,,395,6,"Weblec Hustler","Single dog race - incomplete data"
mt_g_2024-11-03_305_6,MT_G,2024-11-03,,305,6,"Bourne Swift","Single dog race - incomplete data"
rich_2024-11-03_320_M,RICH,2024-11-03,,320,M,"REALITY ZERO","Single dog race - incomplete data"
rich_2024-11-03_401_M,RICH,2024-11-03,,401,M,"Zipping Neeson","Single dog race - incomplete data"
dubo_2024-11-02_318_5,DUBO,2024-11-02,,318,5,"Easy Duel","Single dog race - incomplete data"
ipsa_2024-11-02_431_5,IPSA,2024-11-02,,431,5,"Whispering Abbey","Single dog race - incomplete data"
san_2024-11-02_515_Mixed_6_7_Heat,SAN,2024-11-02,,515,"Mixed 6/7 Heat","JILLIBY MISH","Single dog race - incomplete data"
tare_2024-11-02_300_5,TARE,2024-11-02,,300,5,"Ferrari Fire","Single dog race - incomplete data"
tare_2024-11-02_300_M,TARE,2024-11-02,,300,M,"Fab Prince","Single dog race - incomplete data"
gee_2024-11-01_400_Maiden,GEE,2024-11-01,,400,Maiden,"DOWN TOWN MOLLY","Single dog race - incomplete data"
goul_2024-11-01_350_5,GOUL,2024-11-01,,350,5,"Jasper Kimetto","Single dog race - incomplete data"
hea_2024-11-01_350_Grade_5_T3,HEA,2024-11-01,,350,"Grade 5 T3","BLUE NITROGEN","Single dog race - incomplete data"
tvle_2024-11-01_380_M,TVLE,2024-11-01,,380,M,"Wrong Side Up","Single dog race - incomplete data"
waga_2024-11-01_320_5,WAGA,2024-11-01,,320,5,"SCOTT CRUSH","Single dog race - incomplete data"
apth_2024-10-31_331_BT8,APTH,2024-10-31,,331,BT8,"North Star","Single dog race - incomplete data"
apth_2024-10-31_331_M,APTH,2024-10-31,,331,M,"Batman Returns","Single dog race - incomplete data"
ap_k_2024-10-31_530_6,AP_K,2024-10-31,,530,6,"COUNTRY CRUSADER","Single dog race - incomplete data"
ap_k_2024-10-31_730_OPEN,AP_K,2024-10-31,,730,OPEN,"Warringah Bale","Single dog race - incomplete data"
ipth_2024-10-31_520_M5,IPTH,2024-10-31,,520,M5,"Jay Mac","Single dog race - incomplete data"
ipth_2024-10-31_520_NOV,IPTH,2024-10-31,,520,NOV,"Couch Commentary","Single dog race - incomplete data"
ipth_2024-10-31_520_OPEN,IPTH,2024-10-31,,520,OPEN,"Johnny No Ice","Single dog race - incomplete data"
rics_2024-10-31_324_5,RICS,2024-10-31,,324,5,"Lochinvar Nugget","Single dog race - incomplete data"
san_2024-10-31_515_Mixed_6_7,SAN,2024-10-31,,515,"Mixed 6/7","SIZZLE JACK","Single dog race - incomplete data"
she_2024-10-31_450_Tier_3_-_Restricted_Win,SHE,2024-10-31,,450,"Tier 3 - Restricted Win","KRAKEN COOL","Single dog race - incomplete data"
w_pk_2024-10-31_520_5,W_PK,2024-10-31,,520,5,"Nordic Shiraz","Single dog race - incomplete data"
gunn_2024-10-30_340_5,GUNN,2024-10-30,,340,5,"Miss Tippin'","Single dog race - incomplete data"
rich_2024-10-30_320_M,RICH,2024-10-30,,320,M,"Zipping Neeson","Single dog race - incomplete data"
rich_2024-10-30_401_5,RICH,2024-10-30,,401,5,"Stretch Around","Single dog race - incomplete data"
rich_2024-10-30_401_M,RICH,2024-10-30,,401,M,"Hardly Easy","Single dog race - incomplete data"
sal_2024-10-30_435_Grade_5,SAL,2024-10-30,,435,"Grade 5","DR. KAI","Single dog race - incomplete data"
tare_2024-10-30_525_NG,TARE,2024-10-30,,525,NG,"Albert's Memory","Single dog race - incomplete data"
ap_k_2024-10-29_342_TG5+W,AP_K,2024-10-29,,342,TG5+W,"Mr. Yellowstone","Single dog race - incomplete data"
ben_2024-10-29_425_Grade_7,BEN,2024-10-29,,425,"Grade 7","JILLIBY MISH","Single dog race - incomplete data"
bul_2024-10-29_340_M3,BUL,2024-10-29,,340,M3,"Lucky To Race","Single dog race - incomplete data"
graf_2024-10-29_350_5,GRAF,2024-10-29,,350,5,"Rumble Cyclone","Single dog race - incomplete data"
graf_2024-10-29_450_5,GRAF,2024-10-29,,450,5,"Dusty Mcgraw","Single dog race - incomplete data"
iptu_2024-10-29_431_5,IPTU,2024-10-29,,431,5,"Come On Darcy","Single dog race - incomplete data"
lctn_2024-10-29_278_4,LCTN,2024-10-29,,278,4,"Buckle Up Wilton","Single dog race - incomplete data"
mbs_2024-10-29_350_6,MBS,2024-10-29,,350,6,"Disco Homer","Single dog race - incomplete data"
tvle_2024-10-29_498_5,TVLE,2024-10-29,,498,5,"Maddie Dutton","Single dog race - incomplete data"
war_2024-10-29_400_Mixed_3_4,WAR,2024-10-29,,400,"Mixed 3/4","ACE OF PACE","Single dog race - incomplete data"
ap_k_2024-10-28_342_5,AP_K,2024-10-28,,342,5,"Oakvale Outlaw","Single dog race - incomplete data"
bal_2024-10-28_390_Tier_3_-_Maiden,BAL,2024-10-28,,390,"Tier 3 - Maiden","MISS MASSAGE","Single dog race - incomplete data"
goul_2024-10-28_350_M,GOUL,2024-10-28,,350,M,Futsal,"Single dog race - incomplete data"
hea_2024-10-28_350_Grade_5,HEA,2024-10-28,,350,"Grade 5","BLUE NITROGEN","Single dog race - incomplete data"
lctn_2024-10-28_515_M_5RW,LCTN,2024-10-28,,515,M/5RW,"Brother's Keeper","Single dog race - incomplete data"
bkhl_2024-10-27_375_M,BKHL,2024-10-27,,375,M,"Lethal Riot","Single dog race - incomplete data"
bkhl_2024-10-27_525_5,BKHL,2024-10-27,,525,5,"Who Knows Reg","Single dog race - incomplete data"
capa_2024-10-27_366_M5,CAPA,2024-10-27,,366,M5,"Hawk's Responder","Single dog race - incomplete data"
rich_2024-10-27_401_M,RICH,2024-10-27,,401,M,"Royal Roy","Single dog race - incomplete data"
ben_2024-10-26_425_Grade_5,BEN,2024-10-26,,425,"Grade 5","SHEILA'S WAIT","Single dog race - incomplete data"
grdn_2024-10-26_400_5,GRDN,2024-10-26,,400,5,"Alacrity Holly","Single dog race - incomplete data"
ipsa_2024-10-26_520_5,IPSA,2024-10-26,,520,5,Miraculum,"Single dog race - incomplete data"
ipsa_2024-10-26_520_M5,IPSA,2024-10-26,,520,M5,"Teo Meo","Single dog race - incomplete data"
mand_2024-10-26_488_FFA,MAND,2024-10-26,,488,FFA,Transcendent,"Single dog race - incomplete data"
mea_2024-10-26_525_Free_For_All,MEA,2024-10-26,,525,"Free For All","CABAO KYANITE","Single dog race - incomplete data"
ipfr_2024-10-25_431_5,IPFR,2024-10-25,,431,5,"Go Jill Go","Single dog race - incomplete data"
ipfr_2024-10-25_431_NOV,IPFR,2024-10-25,,431,NOV,"Seven Summers","Single dog race - incomplete data"
mand_2024-10-25_400_4_5,MAND,2024-10-25,,400,4/5,"Love We Shared","Single dog race - incomplete data"
mbr_2024-10-25_395_6,MBR,2024-10-25,,395,6,"Finniss Sunset","Single dog race - incomplete data"
rich_2024-10-25_520_4_5,RICH,2024-10-25,,520,4/5,"Street Machine","Single dog race - incomplete data"
waga_2024-10-25_320_5,WAGA,2024-10-25,,320,5,"SCOTT CRUSH","Single dog race - incomplete data"
war_2024-10-25_400_Grade_6,WAR,2024-10-25,,400,"Grade 6","EXTREME BEAST","Single dog race - incomplete data"
apth_2024-10-24_520_5,APTH,2024-10-24,,520,5,"Johnny No Ice","Single dog race - incomplete data"
ap_k_2024-10-24_530_6,AP_K,2024-10-24,,530,6,"COUNTRY CRUSADER","Single dog race - incomplete data"
ap_k_2024-10-24_730_FFA,AP_K,2024-10-24,,730,FFA,"Warringah Bale","Single dog race - incomplete data"
ipth_2024-10-24_288_NOV,IPTH,2024-10-24,,288,NOV,"Mia Herrera","Single dog race - incomplete data"
rics_2024-10-24_324_5,RICS,2024-10-24,,324,5,"Lochinvar Nugget","Single dog race - incomplete data"
apwe_2024-10-23_395_M,APWE,2024-10-23,,395,M,"Please Clarify","Single dog race - incomplete data"
bal_2024-10-23_450_Mixed_6_7,BAL,2024-10-23,,450,"Mixed 6/7","PAW WHISPER","Single dog race - incomplete data"
ben_2024-10-23_425_Tier_3_-_Grade_7,BEN,2024-10-23,,425,"Tier 3 - Grade 7","BLANK SLATE","Single dog race - incomplete data"
capa_2024-10-23_366_M,CAPA,2024-10-23,,366,M,"Rumble Cyclone","Single dog race - incomplete data"
gawl_2024-10-23_400_3_4,GAWL,2024-10-23,,400,3/4,"SUPER SEABIRD","Single dog race - incomplete data"
gawl_2024-10-23_531_6,GAWL,2024-10-23,,531,6,"Chuck A Party","Single dog race - incomplete data"
gunn_2024-10-23_340_5,GUNN,2024-10-23,,340,5,"Miss Tippin'","Single dog race - incomplete data"
rich_2024-10-23_401_M,RICH,2024-10-23,,401,M,"Hardly Easy","Single dog race - incomplete data"
sal_2024-10-23_435_Maiden,SAL,2024-10-23,,435,Maiden,"BOIL THE BILLY","Single dog race - incomplete data"
tare_2024-10-23_300_5,TARE,2024-10-23,,300,5,"Say Your Prayers","Single dog race - incomplete data"
bul_2024-10-22_472_5,BUL,2024-10-22,,472,5,"Vintage Glow","Single dog race - incomplete data"
gosf_2024-10-22_388_5,GOSF,2024-10-22,,388,5,"I'm Exhibit Two","Single dog race - incomplete data"
gosf_2024-10-22_388_M,GOSF,2024-10-22,,388,M,"Pocket Raider","Single dog race - incomplete data"
hor_2024-10-22_410_Grade_6,HOR,2024-10-22,,410,"Grade 6","MEAN PEACE","Single dog race - incomplete data"
lctn_2024-10-22_278_5,LCTN,2024-10-22,,278,5,"Bearville Honey","Single dog race - incomplete data"
mbs_2024-10-22_300_TG1-4W,MBS,2024-10-22,,300,TG1-4W,"Disco Homer","Single dog race - incomplete data"
gunn_2024-10-21_340_5,GUNN,2024-10-21,,340,5,"Mini Quinn","Single dog race - incomplete data"
lctn_2024-10-21_278_5,LCTN,2024-10-21,,278,5,"QUEST FOR EDGE","Single dog race - incomplete data"
san_2024-10-21_715_Restricted_Win,SAN,2024-10-21,,715,"Restricted Win","OUT TO STAGGER","Single dog race - incomplete data"
she_2024-10-21_450_Mixed_3_4,SHE,2024-10-21,,450,"Mixed 3/4","TAT LEAH","Single dog race - incomplete data"
bkhl_2024-10-20_375_5,BKHL,2024-10-20,,375,5,"Edgy Girl","Single dog race - incomplete data"
bkhl_2024-10-20_525_5,BKHL,2024-10-20,,525,5,"Who Knows Reg","Single dog race - incomplete data"
capa_2024-10-20_366_R_W,CAPA,2024-10-20,,366,R/W,"Go Jill Go","Single dog race - incomplete data"
mbr_2024-10-20_395_2_3_4,MBR,2024-10-20,,395,2/3/4,"Oakvale Outlaw","Single dog race - incomplete data"
rich_2024-10-20_320_5,RICH,2024-10-20,,320,5,"My Monica","Single dog race - incomplete data"
grdn_2024-10-19_515_5,GRDN,2024-10-19,,515,5,Firenze,"Single dog race - incomplete data"
ipsa_2024-10-19_520_M5,IPSA,2024-10-19,,520,M5,"Teo Meo","Single dog race - incomplete data"
ipsa_2024-10-19_520_OPEN,IPSA,2024-10-19,,520,OPEN,Miraculum,"Single dog race - incomplete data"
mea_2024-10-19_525_Mixed_4_5,MEA,2024-10-19,,525,"Mixed 4/5","CABAO KYANITE","Single dog race - incomplete data"
w_pk_2024-10-19_520_5,W_PK,2024-10-19,,520,5,Derry,"Single dog race - incomplete data"
w_pk_2024-10-19_520_NG1-4,W_PK,2024-10-19,,520,NG1-4,"Stop It","Single dog race - incomplete data"
ap_k_2024-10-18_342_3_4_5,AP_K,2024-10-18,,342,3/4/5,"SUPER SEABIRD","Single dog race - incomplete data"
ben_2024-10-18_425_Grade_5,BEN,2024-10-18,,425,"Grade 5","SCOOBA STEVE","Single dog race - incomplete data"
ipfr_2024-10-18_431_NOV,IPFR,2024-10-18,,431,NOV,"Seven Summers","Single dog race - incomplete data"
sal_2024-10-18_435_Tier_3_-_Maiden,SAL,2024-10-18,,435,"Tier 3 - Maiden","BOIL THE BILLY","Single dog race - incomplete data"
waga_2024-10-18_400_5,WAGA,2024-10-18,,400,5,"SCOTT CRUSH","Single dog race - incomplete data"
w_pk_2024-10-18_520_NG,W_PK,2024-10-18,,520,NG,Transcendent,"Single dog race - incomplete data"
caso_2024-10-17_411_M,CASO,2024-10-17,,411,M,"Rumble Cyclone","Single dog race - incomplete data"
grdn_2024-10-17_400_M,GRDN,2024-10-17,,400,M,"Flying Buddy","Single dog race - incomplete data"
mt_g_2024-10-17_512_TG1-4W,MT_G,2024-10-17,,512,TG1-4W,"Cawbourne Millie","Single dog race - incomplete data"
nor_2024-10-17_297_FFA,NOR,2024-10-17,,297,FFA,"Renegade Cochise","Single dog race - incomplete data"
rich_2024-10-17_320_5,RICH,2024-10-17,,320,5,"Lucky Tommy","Single dog race - incomplete data"
apwe_2024-10-16_395_M,APWE,2024-10-16,,395,M,"Please Clarify","Single dog race - incomplete data"
ben_2024-10-16_425_Grade_5,BEN,2024-10-16,,425,"Grade 5","SHEILA'S WAIT","Single dog race - incomplete data"
capa_2024-10-16_366_4,CAPA,2024-10-16,,366,4,"Gracie's Myth","Single dog race - incomplete data"
capa_2024-10-16_366_P5,CAPA,2024-10-16,,366,P5,Waingro,"Single dog race - incomplete data"
gawl_2024-10-16_400_5,GAWL,2024-10-16,,400,5,"Fantastic Maggie","Single dog race - incomplete data"
gunn_2024-10-16_340_5,GUNN,2024-10-16,,340,5,"Mini Quinn","Single dog race - incomplete data"
mea_2024-10-16_600_Restricted_Win_Heat,MEA,2024-10-16,,600,"Restricted Win Heat","My Cool Jack","Single dog race - incomplete data"
rich_2024-10-16_320_M,RICH,2024-10-16,,320,M,"Megalong Girl","Single dog race - incomplete data"
tema_2024-10-16_330_5,TEMA,2024-10-16,,330,5,"SCOTT CRUSH","Single dog race - incomplete data"
caso_2024-10-15_300_M1_M2_M3,CASO,2024-10-15,,300,M1/M2/M3,"Nangar Prue","Single dog race - incomplete data"
hea_2024-10-15_300_Maiden,HEA,2024-10-15,,300,Maiden,"SUMMER CRUSH","Single dog race - incomplete data"
hor_2024-10-15_410_Mixed_6_7,HOR,2024-10-15,,410,"Mixed 6/7","MEAN PEACE","Single dog race - incomplete data"
lctn_2024-10-15_278_5,LCTN,2024-10-15,,278,5,"QUEST FOR EDGE","Single dog race - incomplete data"
mand_2024-10-15_400_5,MAND,2024-10-15,,400,5,"Comfortably Numb","Single dog race - incomplete data"
mbs_2024-10-15_300_6,MBS,2024-10-15,,300,6,"Disco Homer","Single dog race - incomplete data"
mbs_2024-10-15_350_3_4_5,MBS,2024-10-15,,350,3/4/5,"Mr. Yellowstone","Single dog race - incomplete data"
bal_2024-10-14_390_Grade_5_T3,BAL,2024-10-14,,390,"Grade 5 T3","Lissy Fernando","Single dog race - incomplete data"
bal_2024-10-14_390_Tier_3_-_Maiden,BAL,2024-10-14,,390,"Tier 3 - Maiden","MISS MASSAGE","Single dog race - incomplete data"
dubo_2024-10-14_400_5,DUBO,2024-10-14,,400,5,"Fore Right","Single dog race - incomplete data"
mait_2024-10-14_400_M,MAIT,2024-10-14,,400,M,"Flying Buddy","Single dog race - incomplete data"
nor_2024-10-14_297_NOV,NOR,2024-10-14,,297,NOV,"Aussie Tan","Single dog race - incomplete data"
rock_2024-10-14_407_5,ROCK,2024-10-14,,407,5,"Splittin' Tens","Single dog race - incomplete data"
rock_2024-10-14_407_M,ROCK,2024-10-14,,407,M,"Wow She's Quick","Single dog race - incomplete data"
she_2024-10-14_390_Grade_5,SHE,2024-10-14,,390,"Grade 5","BROADY BOB","Single dog race - incomplete data"
